ImageId,LabelId,PixelCount,Confidence,EncodedPixels
033a4ea7b8117089624dd788f3d14393,33,163191,0.731739142132,6160979 14|6161208 15|6164356 30|6164581 30|6167739 39|6167964 35|6171121 50|6171346 41|6174729 46|6178111 52|6181269 66|6181494 57|6188035 73|6191417 77|6191641 75|6194800 80|6195024 80|6198183 309|6201565 315|6204948 320|6211714 327|6215096 331|6218479 333|6228627 341|6248924 356|6255691 359|6262457 364|6265840 366|6269223 369|6272607 370|6279373 376|6282757 377|6286140 380|6292906 386|6296290 388|6299673 391|6306439 396|6309823 398|6313206 401|6316589 404|6323356 408|6326739 411|6330122 414|6336889 419|6340272 422|6347039 426|6350422 429|6357189 431|6360572 433|6363955 434|6367338 436|6370722 437|6374105 438|6380871 441|6384255 442|6387638 444|6397788 447|6401171 449|6404554 450|6407938 451|6414704 454|6418088 455|6424854 458|6428237 460|6431621 460|6435004 462|6438357 10|6441770 465|6445116 21|6445154 466|6448495 26|6448537 467|6451878 28|6451920 469|6455261 29|6458644 30|6458687 471|6462027 32|6462070 473|6465410 33|6465453 474|6468793 34|6472220 476|6475560 35|6478944 35|6482327 37|6482370 480|6485711 37|6485753 482|6489095 37|6492478 38|6502629 529|6506013 529|6509396 531|6512780 531|6516164 532|6526317 533|6529702 532|6533086 533|6536471 533|6539855 533|6543241 532|6546628 529|6556787 524|6563554 526|6566937 528|6570321 528|6573704 530|6577087 532|6583854 534|6587237 535|6590621 536|6594004 538|6597388 538|6600771 540|6604154 541|6607538 542|6610921 544|6614304 547|6617688 548|6621071 550|6624455 551|6627838 553|6631222 554|6648139 561|6651523 562|6658290 565|6661673 567|6665057 568|6668441 569|6675208 572|6678591 574|6681975 575|6688742 578|6692125 580|6698892 583|6702276 584|6712428 587|6715812 588|6719196 588|6722580 589|6725964 590|6729347 592|6732731 593|6736115 594|6742883 596|6749651 598|6753035 599|6756419 600|6759802 601|6763186 602|6769954 603|6776722 604|6780106 604|6783490 604|6786873 606|6790257 606|6793641 607|6797025 607|6800409 608|6817329 610|6827481 611|6830865 611|6834248 612|6837632 612|6841016 612|6844400 612|6847784 612|6851168 613|6854552 613|6857936 613|6864704 613|6868088 613|6878240 613|6885008 613|6888392 613|6891776 614|6898544 614|6905312 614|6908697 613|6915465 613|6918849 613|6922233 613|6925617 613|6929001 613|6932385 614|6952689 614|6956073 614|6959457 614|6969609 614|6972993 615|6976377 615|6979761 615|6986529 615|6989913 615|6993297 615|6996681 616|7003449 616|7006834 616|7010218 616|7013602 616|7016986 617|7020370 617|7023754 617|7027138 618|7030522 618|7033906 618|7040674 619|7044058 619|7050826 620|7054210 620|7057594 620|7060978 621|7064362 621|7067746 621|7071130 622|7074514 622|7084666 623|7088050 623|7094819 623|7098203 623|7101587 624|7104971 624|7108355 624|7111739 625|7115123 625|7118507 625|7121891 626|7125275 626|7128659 626|7132043 626|7135427 626|7138811 626|7145579 626|7148963 626|7152347 626|7159116 625|7165884 625|7169268 625|7172652 624|7176036 624|7182804 624|7186188 624|7189572 624|7192956 624|7196341 623|7199725 623|7213263 621|7216648 63|7216713 555|7220033 62|7220098 554|7223417 61|7226868 552|7230253 551|7233571 58|7233638 550|7236956 57|7237023 549|7240340 57|7240408 548|7243725 55|7247109 55|7247179 545|7250494 53|7250564 544|7253878 53|7257263 52|7257334 542|7260719 541|7264038 44|7264104 540|7267489 538|7270874 537|7274259 536|7277589 10|7280977 1|7284414 533|7287799 532|7291184 531|7294569 530|7297954 529|7304725 526|7311495 524|7314880 523|7318265 522|7321650 521|7328420 519|7331805 518|7335190 517|7345342 517|7348726 517|7352110 517|7355494 517|7358878 517|7362263 515|7365647 515|7369031 515|7375799 515|7385951 515|7389335 515|7396103 515|7399487 515|7406255 515|7409639 514|7413023 514|7416408 512|7423176 510|7429944 509|7433328 508|7436712 507|7440096 507|7443480 506|7446864 505|7450248 505|7453633 503|7457017 502|7460401 501|7463785 501|7467169 500|7473937 500|7477322 499|7487474 498|7490858 498|7494242 498|7497626 498|7504395 496|7507779 496|7511163 496|7514547 496|7517931 496|7521315 495|7524700 494|7528084 494|7531468 494|7541620 108|7541935 178|7545004 105|7545387 110|7552159 106|7558541 102|7558928 105|7561925 102|7562313 104|7568694 101|7572468 100|7575463 99|7579237 99|7582231 98|7582622 98|7585616 97|7586007 96|7589000 97|7589392 95|7592384 96|7592777 94|7595769 95|7596162 93|7599153 94|7599546 93|7602537 94|7602931 92|7606316 90|7612691 91|7616075 90|7616471 87|7619459 90|7619855 86|7622844 89|7623240 85|7626625 83|7629612 88|7633395 79|7636381 86|7636780 78|7639765 85|7640164 77|7643150 84|7646534 83|7646934 73|7649918 82|7650319 72|7653303 81|7653704 70|7656687 80|7660073 77|7663458 76|7663860 64|7666844 73|7667245 62|7670229 71|7670631 59|7673615 68|7674016 58|7677401 56|7683772 61|7684172 28|7690543 57|7690942 1|7693929 54|7700700 50|7707500 17|7710899 1|
033a4ea7b8117089624dd788f3d14393,33,28247,0.760472754684,6103272 1|6106643 62|6110014 91|6113385 118|6116758 142|6120137 148|6123517 154|6126896 160|6130276 165|6133659 167|6137042 170|6140425 172|6143809 173|6147192 176|6150575 178|6157341 182|6160724 185|6164108 186|6167491 188|6170874 191|6174257 193|6177640 195|6181023 197|6184407 199|6187790 201|6191173 203|6194556 205|6197939 206|6201322 208|6204706 209|6211472 212|6218238 216|6221621 218|6225005 219|6228388 220|6231771 222|6235154 224|6238537 226|6241920 227|6248671 6|6252070 232|6255453 233|6258811 20|6262219 237|6265578 21|6265603 237|6268962 22|6275730 260|6282498 259|6289267 256|6292651 255|6296035 255|6299424 249|6302813 243|6306202 237|6309585 238|6312969 237|6319735 238|6329885 237|6333269 237|6336652 237|6340035 237|6343418 237|6346802 237|6350185 237|6356952 237|6367102 236|6373869 236|6377253 235|6384021 234|6387405 233|6394173 232|6397557 231|6400941 230|6404325 229|6407709 229|6411093 228|6414477 227|6417861 227|6421245 226|6431397 224|6438164 193|6438367 20|6441547 190|6441752 18|6445137 17|6448315 180|6448521 16|6458674 13|6461851 176|6462059 11|6465235 175|6465443 10|6468619 174|6468827 10|6472003 174|6472211 9|6475595 8|6478771 173|6478979 7|6482155 172|6482364 6|6485539 172|6485748 5|6488923 172|6495691 171|6499075 171|6502459 170|6505843 170|6509227 169|6519379 170|6522763 170|6536299 172|6539684 171|6546452 176|6553220 181|6556604 183|6559988 182|6563372 182|6566756 181|6570140 181|6573524 180|6576908 179|6580292 179|6583676 178|6587060 177|6590444 177|6593828 176|6597211 177|6600595 176|6603979 175|6610747 174|6614131 173|6617515 173|6620899 172|6624283 172|6627668 170|6631052 170|6634436 169|6637820 169|6641204 168|6644589 167|6658126 164|6661511 162|6664896 19|6664916 141|6668280 18|6668301 140|6671665 17|6671687 137|6675064 1|6675072 136|6678457 134|6681842 133|6688612 130|6691998 127|6695383 126|6708921 123|6712305 123|6715689 123|6719073 123|6722457 123|6725840 124|6729224 123|6732608 123|6735992 123|6739376 123|6742760 123|6746144 123|6749528 123|6752912 38|6756296 38|6756418 1|6763065 35|6769833 34|6773217 34|6779985 33|6786754 32|6796907 31|6800291 30|6807062 27|6810447 25|6813833 22|6817218 21|6820611 11|6824004 1|
033a4ea7b8117089624dd788f3d14393,33,11784,0.752250239387,6008379 26|6011750 53|6015122 79|6015202 1|6018493 108|6021876 110|6025259 111|6032026 114|6042176 118|6052325 123|6055709 124|6059092 126|6062475 127|6065858 129|6069241 131|6072625 132|6076008 133|6079391 135|6086158 137|6089541 139|6092924 141|6096307 143|6103074 145|6106457 147|6109822 7|6116586 13|6116607 151|6119970 14|6119990 147|6123353 15|6123373 144|6126737 15|6126756 140|6130121 15|6130140 136|6133523 136|6136890 15|6136906 136|6140274 151|6143659 150|6147050 142|6150435 140|6153820 138|6157204 137|6160587 137|6167354 137|6170738 136|6174121 136|6191039 134|6194422 134|6201189 133|6204573 133|6211340 132|6214723 132|6221491 130|6228259 129|6235026 128|6238410 127|6241794 126|6245178 126|6248562 109|6248677 10|6251946 102|6252062 8|6255330 98|6255446 7|6258713 98|6258831 5|6265481 97|6265599 4|6268984 2|6272249 97|6272368 1|6275633 97|6279017 97|6282401 97|6285785 98|6289170 97|6295938 97|6299322 102|6302706 107|6306089 113|6309473 112|6312857 112|6323009 110|6329777 108|6333161 108|6336545 107|6339929 106|6343313 105|6346697 105|6353465 103|6356849 103|6360234 101|6363618 100|6367002 100|6373770 99|6377154 99|6380538 99|6383922 99|6390691 98|6394075 98|6397459 98|6404227 98|6407611 98|6410995 98|6417763 98|6421147 14|6421162 83|6424531 14|6424547 82|6427917 11|6431302 10|6431315 82|6434688 5|6434699 61|6438073 1|6438083 60|6441467 59|6444851 33|6448235 32|6451619 32|6451659 16|6455003 32|6455046 1|6458387 32|6461771 31|6468539 31|6471923 31|6475308 30|6485460 29|6488844 29|6492230 24|6495616 20|6502389 10|
033a4ea7b8117089624dd788f3d14393,33,3419,0.680262634302,5916957 15|5920338 37|5923720 58|5930484 101|5933867 104|5940634 109|5947400 112|5954167 114|5957550 115|5960933 117|5967700 119|5971083 120|5984617 124|5988001 125|5994768 127|6004918 130|6008302 77|6011685 65|6015062 1|6018438 11|6018453 40|6021822 14|6021837 39|6025205 54|6028589 54|6031972 54|6035356 53|6042124 52|6045508 51|6048893 49|6052277 48|6055662 47|6059046 46|6062440 35|6065824 34|6069207 34|6072591 34|6075974 34|6079357 34|6082741 33|6089507 34|6092891 33|6096274 33|6099658 32|6103041 33|6106425 32|6113193 9|6113215 8|6116599 8|6119960 10|6123344 9|6123368 5|6126752 4|6130112 9|6130136 4|6133496 9|6136905 1|6140264 10|6143648 11|6147031 19|6150415 20|6153799 21|6157183 21|6160567 20|6163951 20|6170720 18|6174104 17|6177488 17|6184256 16|6187640 15|6191024 15|6194408 14|6197792 14|6201176 13|6204560 13|6211328 12|6214712 11|6218096 11|6221480 11|6224864 11|6235016 10|6238400 10|6245168 10|6248552 10|6251936 10|6255320 10|6258704 9|6262088 9|6265472 9|6268856 9|6272240 9|6275624 9|6279008 9|6282392 9|6285776 9|6292545 9|6295929 9|6299314 8|6302698 8|6306086 1|
033a4ea7b8117089624dd788f3d14393,33,2425,0.729542719615,5886751 1|5890134 17|5896899 20|5900282 21|5910434 21|5917201 22|5920585 22|5923969 22|5930737 22|5934120 23|5937495 32|5940870 41|5947635 44|5951018 45|5954400 46|5957783 47|5961165 49|5964548 50|5967932 50|5971315 51|5974699 51|5984849 53|5988232 54|5991615 55|5998382 56|6005149 57|6008532 58|6018683 59|6022066 60|6025450 60|6028833 61|6032217 61|6035600 62|6042367 63|6045742 72|6049125 73|6055891 75|6059274 76|6062658 76|6066042 76|6072809 77|6076194 76|6079580 74|6086350 72|6093123 67|6096507 67|6099891 67|6106705 21|
033a4ea7b8117089624dd788f3d14393,33,2047,0.686221924237,4650818 100|4654202 105|4657587 110|4660971 111|4667739 115|4671124 116|4674508 118|4684659 125|4688043 127|4691426 130|4698193 135|4701577 125|4701703 11|4704960 124|4705088 12|4708472 14|4711836 12|4711856 16|4715111 101|4715241 17|4718610 1|4718625 19|4721880 99|4722009 21|4728650 93|4732034 90|
033a4ea7b8117089624dd788f3d14393,33,135,0.688775510204,5788146 13|5791530 13|5798297 15|5805064 17|5808448 17|5815216 16|5818601 15|5821985 15|5825369 14|
033a4ea7b8117089624dd788f3d14393,33,473,0.750793650794,5825394 1|5828766 18|5838902 47|5845668 55|5849050 60|5852433 62|5855816 64|5859199 67|5862581 70|5865964 13|5869405 15|5872804 1|
033a4ea7b8117089624dd788f3d14393,33,84084,0.732279555846,8480109 1|8483477 69|8486845 114|8490214 157|8500323 272|8503696 296|8507069 307|8510442 318|8513816 328|8520562 350|8523935 361|8527307 373|8530683 381|8537434 398|8544186 414|8547568 416|8550949 419|8554331 421|8557713 423|8564476 428|8567858 430|8571239 433|8574618 438|8577996 444|8581375 449|8584754 454|8588133 459|8591511 465|8594890 470|8601647 481|8611784 496|8615162 502|8618541 507|8625299 517|8632056 528|8635435 533|8645571 549|8648950 554|8652328 560|8655707 565|8659087 569|8665848 576|8672608 584|8675989 587|8679369 591|8682752 592|8686135 593|8689518 594|8692900 596|8696283 597|8699666 598|8703049 599|8706433 599|8713201 599|8719969 599|8723353 599|8726737 599|8730121 599|8733505 599|8736889 599|8740272 600|8743656 600|8747040 600|8750424 600|8753808 600|8757192 600|8760576 600|8763960 600|8770728 600|8774112 600|8777495 601|8780879 601|8784262 602|8794413 603|8797796 604|8801180 604|8811330 606|8814714 606|8818097 607|8821481 607|8828248 608|8835015 609|8838399 609|8841782 610|8845166 610|8848550 610|8865468 612|8875619 613|8879003 613|8882386 614|8885770 614|8899305 615|8906072 616|8916223 617|8919607 617|8926374 618|8929758 618|8933141 619|8936525 619|8943292 620|8946676 620|8950060 620|8953443 621|8956827 621|8960211 621|8963594 622|8966978 622|8977131 621|8980515 621|8983899 621|8987283 621|8990667 621|8997436 620|9004204 620|9010968 624|9021120 624|9027888 624|9031271 625|9034655 625|9041423 625|9044807 625|9048191 625|9051575 625|9054959 625|9058343 625|9061727 625|9065111 625|9071879 625|9075263 625|9078647 625|9082031 625|9085415 625|9088799 625|9095567 625|9098951 625|9102335 625|9105719 625|9109103 625|9119255 625|9122639 625|9126023 625|9132791 625|9136175 625|9139559 625|9146327 625|9153095 625|9156479 625|9159863 625|9163247 625|9166631 625|9170015 625|
033a4ea7b8117089624dd788f3d14393,33,140,0.909090909091,5825150 22|5828531 25|5831915 25|5835299 25|5838682 10|5842063 12|5848830 11|5852214 10|
033a4ea7b8117089624dd788f3d14393,33,2011,0.750933532487,5823875 24|5827259 25|5830643 26|5834026 28|5837410 29|5844178 30|5847562 30|5850945 31|5854329 31|5857713 31|5861097 31|5864481 31|5867865 31|5871248 32|5874632 32|5878016 32|5881400 32|5884784 32|5888167 33|5898319 33|5901703 32|5908470 33|5911854 33|5915238 32|5918622 32|5922005 33|5928773 33|5932157 32|5935541 32|5942308 33|5952460 32|5959227 33|5962611 32|5965995 32|5969379 32|5972763 32|5976146 33|5979530 32|5982914 32|5996449 33|5999833 33|6003216 34|6006600 34|6009984 34|6013368 34|6016752 34|6020136 34|6023520 34|6026904 34|6033672 34|6040440 34|6043824 35|6047208 35|6050592 35|6053976 35|6057360 35|6067512 35|6077664 35|6087816 35|6091200 35|6094584 35|6097968 35|6101352 1|
033a4ea7b8117089624dd788f3d14393,33,785,0.77876984127,5881876 9|5885259 10|5888642 11|5892026 11|5895409 12|5898793 12|5902176 13|5905560 13|5908944 13|5912327 13|5915711 13|5919094 14|5922478 14|5929245 15|5932629 15|5936012 16|5942779 17|5946163 17|5949547 17|5952930 18|5956314 18|5959697 19|5963081 19|5969849 19|5973232 20|5976616 19|5983384 19|5990151 20|5993535 20|5996919 20|6007070 21|6010454 21|6013838 21|6017222 21|6023989 22|6027373 22|6030757 22|6034141 22|6040909 22|6044293 21|6047677 21|6054445 21|6061214 20|6064598 20|6067988 14|6071379 7|6074769 1|
033a4ea7b8117089624dd788f3d14393,33,1973,0.673838797814,5875810 37|5879192 48|5885957 62|5892722 67|5896105 68|5899487 70|5902870 71|5906252 73|5913016 77|5916398 79|5919779 82|5926547 82|5933315 82|5936699 82|5940083 82|5943467 82|5950235 82|5953619 82|5957004 81|5963772 81|5970540 81|5977308 72|5980756 6|5984141 4|5987460 49|5990844 50|5994228 52|5997613 52|6000998 50|6011152 39|6014561 14|6017921 13|6017945 13|6024714 7|6028099 1|
033a4ea7b8117089624dd788f3d14393,36,1277,0.774408732565,6033791 8|6037175 9|6040559 10|6043943 10|6050711 10|6054095 10|6057480 9|6057491 1|6060864 16|6064247 20|6067630 22|6074395 26|6081161 30|6084544 32|6094696 32|6098079 33|6101463 34|6108230 35|6111613 36|6114997 36|6118380 37|6125149 36|6128533 36|6135301 35|6142070 32|6145454 32|6148840 29|6155610 27|6158994 27|6169145 28|6172529 28|6175912 29|6179296 29|6182680 29|6186064 29|6189448 29|6192832 27|6196216 26|6199600 25|6202984 25|6206368 25|6209752 25|6213137 24|6216521 24|6219905 25|6223289 25|6226673 25|6230057 25|6233441 23|6236825 12|6236838 8|6240209 11|6246977 9|6253749 2|
033a4ea7b8117089624dd788f3d14393,36,1605,0.81887755102,5949446 1|5956211 8|5962978 10|5966362 11|5969745 12|5973129 13|5976514 14|5979898 16|5983282 19|5986667 20|5990052 20|5993435 22|6000200 25|6006965 28|6010348 29|6017115 30|6020498 31|6023881 32|6027265 32|6030648 32|6034032 32|6037415 33|6040799 33|6044182 34|6047567 33|6050951 33|6054336 1|6057725 27|6061109 27|6064493 27|6071261 26|6074645 26|6078028 27|6081412 27|6084796 27|6088180 27|6091563 28|6094947 27|6098331 27|6101714 27|6105098 27|6115250 25|6118634 25|6122018 24|6128788 21|6132172 20|6135556 20|6138940 19|6142325 18|6145709 17|6149093 17|6152477 17|6155861 16|6159245 16|6162629 15|6166014 14|6169398 14|6179550 15|6182935 15|6186319 15|6189703 15|6193087 16|6196472 15|6203240 16|6206625 15|6210009 15|6213394 15|6223547 14|6226931 14|6230315 14|6237083 13|6240466 14|6243850 14|6254002 14|6257386 14|6264152 16|6267534 18|6270919 16|6274304 13|
033a4ea7b8117089624dd788f3d14393,36,334,0.900269541779,5885143 6|5888527 6|5891910 8|5895294 8|5898678 8|5905447 6|5908831 8|5912214 10|5915598 12|5918981 14|5922364 15|5925747 17|5932513 20|5935896 21|5939279 23|5942663 23|5946046 25|5949430 16|5952813 15|5952835 5|5956197 14|5956219 5|5959582 13|5959604 3|5962970 8|5962988 3|5966355 7|5969739 5|5969757 1|5973122 5|5976506 4|
033a4ea7b8117089624dd788f3d14393,36,768,0.793388429752,5915768 1|5919151 3|5922534 6|5925917 7|5929301 8|5932685 8|5936068 10|5939452 15|5942836 17|5946221 18|5949605 18|5952990 17|5959758 18|5973293 21|5976677 22|5980061 22|5986828 23|5990212 22|5993596 22|5996980 21|6000364 20|6007131 20|6010515 19|6013899 19|6017283 18|6020667 17|6024051 17|6027435 16|6030819 16|6034203 15|6037587 15|6040971 15|6044355 15|6047739 15|6051123 14|6054507 7|6057891 7|6057899 6|6064659 6|6064668 6|6068043 6|6068052 6|6071436 7|6074810 7|6074820 7|6078194 7|6078204 7|6081578 7|6081589 6|6084962 6|6088346 6|6088357 6|6091730 6|6091741 7|6105266 5|6105278 6|6108649 6|6108662 7|6112033 6|6112045 10|6115417 6|6115429 9|6118801 8|6122185 7|6122197 6|6125568 7|6125581 4|6132335 7|6132350 1|
033a4ea7b8117089624dd788f3d14393,36,821,0.723348017621,5895515 1|5898896 7|5905661 14|5909045 14|5912428 16|5915812 17|5919196 16|5922580 16|5925965 14|5932733 15|5936117 15|5939500 17|5946266 21|5953033 23|5959800 24|5963183 25|5969950 26|5973334 25|5980103 22|5990254 22|5993638 22|5997021 23|6000404 24|6003793 19|6007178 18|6010563 17|6017332 16|6024100 16|6027484 16|6034253 14|6041021 14|6044405 14|6047789 13|6051173 13|6054557 13|6057941 13|6061325 13|6064710 12|6068094 12|6071478 12|6078246 12|6085014 12|6088398 12|6095165 14|6101933 14|6105317 14|6108701 14|6112085 14|6115469 14|6118853 14|6125621 12|6129005 10|6132396 1|
